artist,song,acousticness,speechiness,danceability
Becky G,Sin Pijama,0.354,0.0464,0.791
Machine Gun Kelly,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",0.00413,0.213,0.653
6ix9ine,GUMMO,0.0553,0.172,0.66
Jax Jones,Breathe,0.0234,0.0363,0.722
The Chainsmokers,Sick Boy,0.109,0.0531,0.663
Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",0.000813,0.299,0.645
Rich The Kid,Plug Walk,0.202,0.143,0.876
Kendrick Lamar,All The Stars (with SZA),0.0605,0.0597,0.698
Logic,Everyday,0.0425,0.0378,0.667
Jason Derulo,Tip Toe (feat. French Montana),0.0233,0.0714,0.845
Ariana Grande,God is a woman,0.0233,0.0558,0.602
Rae Sremmurd,Powerglide (feat. Juicy J) - From SR3MM,0.0168,0.15,0.713
EO,German,0.811,0.0654,0.862
Dennis Lloyd,Nevermind,0.159,0.201,0.6
girl in red,we fell in love in october,0.113,0.028,0.566
Selena Gomez,Wolves,0.124,0.0448,0.724
Tiësto,Jackie Chan,0.374,0.045,0.747
Tom Walker,Leave a Light On,0.0153,0.113,0.586
Sofía Reyes,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",0.165,0.0589,0.792
Marshmello,Silence,0.256,0.0853,0.52
5 Seconds of Summer,Youngblood,0.0169,0.463,0.596
Loud Luxury,Body (feat. brando),0.0476,0.038,0.752
Liam Payne,For You (Fifty Shades Freed) (& Rita Ora),0.0167,0.0331,0.541
NF,Let You Down,0.312,0.121,0.662
XXXTENTACION,changes,0.883,0.029,0.669
Maluma,Corazón (feat. Nego do Borel),0.328,0.247,0.722
Cardi B,Bodak Yellow,0.0659,0.103,0.926
Lil Baby,Yes Indeed,0.0355,0.53,0.963
Jonas Blue,Rise,0.327,0.0333,0.687
David Guetta,Flames,0.0817,0.0385,0.631
Ozuna,Vaina Loca,0.315,0.0752,0.754
Charlie Puth,How Long,0.211,0.0778,0.845
Post Malone,Better Now,0.331,0.04,0.68
BlocBoy JB,Look Alive (feat. Drake),0.00104,0.27,0.922
Eminem,River (feat. Ed Sheeran),0.142,0.516,0.748
Marshmello,Happier,0.191,0.0452,0.687
Dean Lewis,Be Alright,0.697,0.0362,0.553
Charlie Puth,Done for Me (feat. Kehlani),0.193,0.074,0.856
Migos,Stir Fry,0.00263,0.269,0.817
YG,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",0.00552,0.331,0.745
Drake,In My Feelings,0.0589,0.125,0.835
B Young,Jumanji,0.279,0.25,0.791
Charlie Puth,The Way I Am,0.314,0.186,0.755
Reik,Me Niego (feat. Ozuna & Wisin),0.0543,0.0972,0.777
benny blanco,Eastside (with Halsey & Khalid),0.555,0.321,0.56
Luis Fonsi,Échame La Culpa,0.0376,0.0417,0.733
MK,17,0.00149,0.0689,0.703
Rita Ora,Anywhere,0.0364,0.0596,0.628
Banx & Ranx,Answerphone (feat. Yxng Bane),0.0387,0.0885,0.671
Ella Mai,Trip,0.225,0.144,0.477
Daddy Yankee,Dura,0.174,0.051,0.783
DJ Khaled,No Brainer,0.0733,0.342,0.552
Anne-Marie,2002,0.0372,0.117,0.697
Bruno Mars,Finesse - Remix; feat. Cardi B,0.0185,0.0996,0.704
FINNEAS,Let's Fall in Love for the Night,0.802,0.104,0.737
Hugh Jackman,The Greatest Show,0.000239,0.105,0.417
Halsey,Bad At Love,0.0604,0.0296,0.675
Drake,I'm Upset,0.279,0.343,0.899
Camila Cabello,Never Be the Same,0.181,0.0747,0.637
M.O,Bad Vibe,0.178,0.0449,0.813
Dua Lipa,IDGAF,0.0403,0.0943,0.836
Cashmere Cat,Miss You (with Major Lazer & Tory Lanez),0.25,0.0925,0.747
Bazzi,Mine,0.0161,0.0722,0.71
Lil Dicky,Freaky Friday (feat. Chris Brown),0.147,0.224,0.755
Lauv,I Like Me Better,0.535,0.253,0.752
The Chainsmokers,This Feeling,0.0558,0.0439,0.575
Maroon 5,Girls Like You (feat. Cardi B) - Cardi B Version,0.568,0.0505,0.851
Khalid,Love Lies (with Normani),0.0956,0.0449,0.708
Drake,Nice For What,0.0891,0.0707,0.585
Kendrick Lamar,LOVE. FEAT. ZACARI.,0.264,0.0924,0.8
Post Malone,Psycho (feat. Ty Dolla $ign),0.546,0.105,0.75
Lil Nas X,Old Town Road - Remix,0.0533,0.102,0.878
Billie Eilish,bad guy,0.328,0.375,0.701
Shawn Mendes,Señorita,0.0392,0.029,0.759
Ariana Grande,7 rings,0.592,0.334,0.778
Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,0.533,0.0575,0.755
Gesaffelstein,Lost in the Fire (feat. The Weeknd),0.0933,0.0363,0.658
Halsey,Without Me,0.297,0.0705,0.752
Regard,Ride It,0.177,0.0874,0.88
Lady Gaga,Shallow,0.371,0.0308,0.572
Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),0.00987,0.0671,0.601
Lewis Capaldi,Someone You Loved,0.751,0.0319,0.501
Jax Jones,All Day And Night,0.269,0.0897,0.585
Mustard,Pure Water (with Migos),0.174,0.127,0.682
NLE Choppa,Shotta Flow (feat. Blueface) [Remix],0.0251,0.42,0.894
Kodak Black,ZEZE (feat. Travis Scott & Offset),0.0521,0.176,0.861
Daddy Yankee,Con Calma,0.11,0.0593,0.737
Alec Benjamin,Let Me Down Slowly,0.74,0.0318,0.652
BLACKPINK,Kill This Love,0.318,0.237,0.738
Offset,Clout (feat. Cardi B),0.228,0.0997,0.919
MEDUZA,Piece Of Your Heart,0.0404,0.0295,0.677
Ed Sheeran,Antisocial (with Travis Scott),0.132,0.0495,0.716
Travis Scott,SICKO MODE,0.00513,0.222,0.834
Mabel,Mad Love,0.675,0.155,0.631
Lana Del Rey,Doin' Time,0.404,0.0355,0.641
DJ Snake,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",0.157,0.228,0.842
A Boogie Wit da Hoodie,Look Back at It,0.407,0.0413,0.791
Saweetie,My Type,0.000677,0.258,0.899
Lil Tecca,Ransom,0.0204,0.287,0.745
Russ Millions,Keisha & Becky - Remix,0.251,0.478,0.863
Billie Eilish,lovely (with Khalid),0.934,0.0333,0.351
Mabel,Don't Call Me Up,0.296,0.147,0.674
Lil Nas X,Old Town Road,0.0578,0.127,0.907
Meek Mill,Going Bad (feat. Drake),0.259,0.0905,0.889
Post Malone,Wow.,0.136,0.208,0.829
Doja Cat,Juicy,0.0856,0.0661,0.786
A Boogie Wit da Hoodie,Swervin (feat. 6ix9ine),0.0153,0.303,0.581
iann dior,emotions,0.0131,0.0395,0.63
Paulo Londra,Adan y Eva,0.323,0.336,0.767
Drake,Money In The Grave (Drake ft. Rick Ross),0.101,0.046,0.831
Lil Nas X,Panini,0.342,0.0752,0.703
Bad Bunny,MIA (feat. Drake),0.0141,0.0621,0.817
Polo G,Pop Out (feat. Lil Tjay),0.15,0.467,0.772
Juice WRLD,Robbery,0.328,0.0457,0.685
21 Savage,a lot,0.0395,0.086,0.837
Young Thug,The London (feat. J. Cole & Travis Scott),0.0247,0.147,0.796
Anuel AA,China,0.0846,0.0882,0.786
Camila Cabello,Liar,0.0169,0.0456,0.74
Flipp Dinero,Leave Me Alone,0.107,0.0851,0.792
Cardi B,Money,0.00534,0.29,0.95
Ariana Grande,"break up with your girlfriend, i'm bored",0.0421,0.0917,0.726
Dave,Location (feat. Burna Boy),0.271,0.297,0.812
Ava Max,Sweet but Psycho,0.0691,0.0476,0.719
Dua Lipa,Don't Start Now,0.0125,0.0842,0.794
Young T & Bugsey,Strike a Pose (feat. Aitch),0.0107,0.101,0.531
Calvin Harris,Giant (with Rag'n'Bone Man),0.016,0.0361,0.807
Ed Sheeran,Take Me Back to London (feat. Stormzy),0.219,0.216,0.885
Cardi B,Please Me,0.0642,0.081,0.747
Stormzy,Vossi Bop,0.13,0.339,0.682
Tones And I,Dance Monkey,0.692,0.0924,0.824
Ariana Grande,boyfriend (with Social House),0.119,0.461,0.4
Bad Bunny,Callaita,0.6,0.309,0.61
Ava Max,So Am I,0.0737,0.0435,0.682
Pedro Capó,Calma - Remix,0.323,0.0524,0.826
J. Cole,MIDDLE CHILD,0.149,0.276,0.837
Lunay,Soltera - Remix,0.361,0.0432,0.795
Khalid,Better,0.0984,0.0964,0.442
Blueface,Thotiana,0.18,0.269,0.906
DaBaby,Suge,0.0608,0.426,0.876
AJ Tracey,Ladbroke Grove,0.0939,0.208,0.903
Billie Eilish,bury a friend,0.74,0.332,0.905
BTS,Boy With Luv (feat. Halsey),0.0923,0.0965,0.645
Wiley,Boasty (feat. Idris Elba),0.00915,0.0669,0.887
Jonas Brothers,Only Human,0.108,0.0722,0.795
5 Seconds of Summer,Easier,0.489,0.221,0.505
Avicii,SOS (feat. Aloe Blacc),0.272,0.0715,0.802
"Tyler, The Creator",EARFQUAKE,0.23,0.0685,0.554
Ashley O,On A Roll,0.077,0.0906,0.736
Dominic Fike,3 Nights,0.223,0.0897,0.815
Sigala,Wish You Well,0.128,0.0575,0.669
Megan Thee Stallion,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),0.00485,0.155,0.872
Anuel AA,Secreto,0.602,0.126,0.807
Sam Feldt,Post Malone (feat. RANI),0.0771,0.122,0.59
Kehlani,Nights Like This (feat. Ty Dolla $ign),0.367,0.15,0.61
Sech,Otro Trago,0.136,0.341,0.746
Post Malone,Better Now,0.331,0.04,0.68
Ed Sheeran,Cross Me (feat. Chance the Rapper & PnB Rock),0.214,0.12,0.746
Lauv,i'm so tired...,0.176,0.203,0.599
iann dior,gone girl,0.162,0.0287,0.677
Panic! At The Disco,High Hopes,0.193,0.0618,0.579
Marshmello,One Thing Right,0.0644,0.045,0.659
Sam Smith,How Do You Sleep?,0.153,0.0925,0.477
NSG,Options,0.389,0.0894,0.836
Normani,Motivation,0.0192,0.0984,0.599
Joel Corry,Sorry,0.0547,0.0562,0.744
Post Malone,Goodbyes (Feat. Young Thug),0.447,0.0745,0.58
Jonas Brothers,Sucker,0.0427,0.0588,0.842
Taylor Swift,Cruel Summer,0.117,0.157,0.552
Blanco Brown,The Git Up,0.0669,0.109,0.847
Sam Smith,Dancing With A Stranger (with Normani),0.45,0.0656,0.741
Post Malone,Circles,0.192,0.0395,0.695
