BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY
Brokered by E House Realty & Mgt. Inc.,House for sale,629900,3,2.0,1332.0,"Staten Island, NY 10314","184 Cannon AveStaten Island, NY 10314",United States,New York,Richmond County
,Co-op for sale,280000,1,1.0,650.0,"Brooklyn, NY 11204","1967 65th St Apt 2EBrooklyn, NY 11204",,Kings County,Brooklyn
,Townhouse for sale,1999000,5,2.3738608579684373,3100.0,"Brooklyn, NY 11233","468 Marion StBrooklyn, NY 11233",United States,New York,Kings County
Brokered by COMPASS,Condo for sale,5100000,2,2.0,1676.0,"Manhattan, NY 10019","1 Central Park S Unit 606Manhattan, NY 10019",New York,New York County,New York
Brokered by City Connections Realty,Condo for sale,8500000,3,3.0,2080.0,"New York, NY 10023","15 W 63rd St Apt 21ANew York, NY 10023",New York,New York County,New York
Brokered by RE MAX Boutique Realty,Condo for sale,1075000,3,4.0,2740.0,"Bronx, NY 10465","4 Marisa Ct Unit 4ABronx, NY 10465",New York,Bronx County,The Bronx
,Condo for sale,0,3,1.0,660.0,"Manhattan, NY 10019","425 W 50th St Apt 12BManhattan, NY 10019",,New York County,New York
Brokered by COMPASS,Co-op for sale,0,2,2.0,1275.0,"Brooklyn, NY 11209","9201 Shore Rd Apt B301Brooklyn, NY 11209",New York,Kings County,Brooklyn
Brokered by Century 21 AA Realty,House for sale,485000,2,2.0,816.0,"Bronx, NY 10462","1605 Purdy StBronx, NY 10462",United States,New York,Bronx County
,Condo for sale,598000,1,1.0,663.0,"Flushing, NY 11355","132-36 Pople Ave Unit 3EFlushing, NY 11355",,Queens County,Queens
Brokered by PULLINI REALTY CORP.,House for sale,2999000,4,2.0,1732.0,"Brooklyn, NY 11204","1718 63rd StBrooklyn, NY 11204",,New York,Kings County
Brokered by City Connections Realty,Co-op for sale,600000,3,1.0,2184.207862,"New York, NY 10011","201 W 21st St Apt 9ANew York, NY 10011",New York,New York County,New York
Brokered by Platinum Plus Realty,Co-op for sale,355000,1,1.0,2184.207862,"Rego Park, NY 11374","61-25 97th St Unit 10ERego Park, NY 11374",New York,Queens County,Queens
,Townhouse for sale,889000,2,1.0,1056.0,"Forest Hills, NY 11375","102-57 62nd DrForest Hills, NY 11375",,New York,Queens County
,Multi-family home for sale,650000,3,3.0,2184.207862,"Saint Albans, NY 11412","110-02 203rd StSaint Albans, NY 11412",United States,New York,Queens County
,Co-op for sale,629000,2,1.0,2184.207862,"New York, NY 10128","330 E 94th St Apt 3ANew York, NY 10128",,New York County,New York
Brokered by Douglas Elliman - Bayside,Pending,970000,3,2.0,2184.207862,"Little Neck, NY 11362","47-08 248th StLittle Neck, NY 11362",,New York,Queens County
,Co-op for sale,515000,2,2.0,1200.0,"Brooklyn, NY 11235","3060 Ocean Ave Apt 6PBrooklyn, NY 11235",,Kings County,Brooklyn
,House for sale,1600000,4,4.0,3150.0,"Staten Island, NY 10312","782 Ionia AveStaten Island, NY 10312",,New York,Richmond County
,Multi-family home for sale,1900000,6,4.0,2000.0,"Brooklyn, NY 11220","751 58th StBrooklyn, NY 11220",,New York,Kings County
,Co-op for sale,3395000,2,2.0,1800.0,"New York, NY 10013","399 Washington St Fl 4New York, NY 10013",,New York County,New York
,Multi-family home for sale,1795000,5,3.0,1800.0,"Brooklyn, NY 11215","166 12th StBrooklyn, NY 11215",,New York,Kings County
,Co-op for sale,549000,3,1.0,2184.207862,"Manhattan, NY 10003","60 E 9th St Apt 214Manhattan, NY 10003",,New York County,New York
,Condo for sale,6998000,4,4.0,3000.0,"New York, NY 10013","55 Vestry St Apt 6CNew York, NY 10013",New York,New York County,New York
,Multi-family home for sale,980000,11,3.0,3210.0,"Bronx, NY 10460","2116 Vyse AveBronx, NY 10460",,New York,Bronx County
Brokered by Richmond Homes Real Estate Inc,Multi-family home for sale,1400000,5,4.0,2250.0,"Staten Island, NY 10312","199 Vineland AveStaten Island, NY 10312",United States,New York,Richmond County
,Co-op for sale,750000,3,3.0,2184.207862,"Manhattan, NY 10022","420 E 51st St Apt 8DManhattan, NY 10022",,New York County,New York
Brokered by RJM Realty Empire Inc.,Land for sale,750000,3,2.3738608579684373,2184.207862,"Staten Island, NY 10309","480 Butler BlvdStaten Island, NY 10309",,New York,Richmond County
Brokered by Winzone Realty Inc,Condo for sale,349000,3,1.0,2184.207862,"Sunnyside, NY 11104","43-33 48 St Unit 4JSunnyside, NY 11104",New York,Queens County,Queens
Brokered by Rise Realty,House for sale,519999,3,2.0,1440.0,"Staten Island, NY 10302","59 Larkin StStaten Island, NY 10302",,New York,Richmond County
,Pending,1649000,7,2.0,3162.0,"Brooklyn, NY 11220","628 56th StBrooklyn, NY 11220",,New York,Kings County
Brokered by Weichert Realtors The Franzese Group,Multi-family home for sale,1750000,7,3.0,4065.0,"Astoria, NY 11105","2003 49th StAstoria, NY 11105",United States,New York,Queens County
Brokered by COMPASS,House for sale,868000,3,2.0,2184.207862,"Maspeth, NY 11378","53-29 72 PlMaspeth, NY 11378",,New York,Queens County
,Co-op for sale,324900,1,1.0,665.0,"New York, NY 10034","90 Park Terrace Ter E Unit 3ANew York, NY 10034",,New York County,New York
,Condo for sale,870000,1,1.0,620.0,"New York, NY 10019","347 W 57th St Apt 6BNew York, NY 10019",,New York County,New York
,Co-op for sale,355000,2,1.0,1000.0,"Brooklyn, NY 11224","2930 W 5th St Apt 15HBrooklyn, NY 11224",,Kings County,Brooklyn
,Condo for sale,10900000,5,6.0,3633.0,"New York, NY 10010","39 W 23rd St # NNew York, NY 10010",United States,New York,New York County
Brokered by Brown Harris Stevens - 445 Park Avenue,Pending,375000,1,1.0,2184.207862,"Manhattan, NY 10009","162 E 2nd St Apt BManhattan, NY 10009",,New York County,New York
,House for sale,6700000,3,2.3738608579684373,2184.207862,"Staten Island, NY 10304","450 Front StStaten Island, NY 10304",,New York,Richmond County
Brokered by Ilite Realty Inc,Co-op for sale,268800,1,1.0,725.0,"Brooklyn, NY 11204","303 Avenue P Apt B1Brooklyn, NY 11204",New York,Kings County,Brooklyn
Brokered by Ashford Homes LLC,Condo for sale,640000,1,1.0,1022.0,"Brooklyn, NY 11219","1238 63rd St Unit 204Brooklyn, NY 11219",,Kings County,Brooklyn
,Condo for sale,10900000,5,6.0,3633.0,"New York, NY 10010","39 W 23rd St # NNew York, NY 10010",,New York,New York County
,Pending,375000,1,1.0,2184.207862,"Manhattan, NY 10009","162 E 2nd St Apt BManhattan, NY 10009",New York,New York County,New York
Brokered by Corcoran Brooklyn Heights,House for sale,6700000,3,2.3738608579684373,2184.207862,"Staten Island, NY 10304","450 Front StStaten Island, NY 10304",United States,New York,Richmond County
Brokered by Ashford Homes LLC,Condo for sale,640000,1,1.0,1022.0,"Brooklyn, NY 11219","1238 63rd St Unit 204Brooklyn, NY 11219",New York,Kings County,Brooklyn
,Co-op for sale,2800000,2,2.0,2184.207862,"Manhattan, NY 10128","1088 Park Ave Unit 15CManhattan, NY 10128",,New York County,New York
Brokered by Prime Properties Long Island,Co-op for sale,699000,2,2.0,1400.0,"Forest Hills, NY 11375","110-20 71st Rd Unit 905/6Forest Hills, NY 11375",,Queens County,Queens
,Pending,950000,1,1.0,2184.207862,"New York, NY 10014","82 Charles St Apt 5RNew York, NY 10014",New York,New York County,New York
,Multi-family home for sale,1208000,11,6.0,5160.0,"College Point, NY 11356","10-45 115th StCollege Point, NY 11356",United States,New York,Queens County
Brokered by CENTURY 21 Milestone Realty,House for sale,749000,5,4.0,2184.207862,"Ozone Park, NY 11417","105-47 88 StOzone Park, NY 11417",,New York,Queens County
,Multi-family home for sale,1800000,5,2.0,2184.207862,"Brooklyn, NY 11237","455 Irving AveBrooklyn, NY 11237",United States,New York,Kings County
Brokered by COMPASS,Condo for sale,1025000,1,1.0,787.0,"Manhattan, NY 10002","105 Norfolk St Apt 3AManhattan, NY 10002",,New York County,New York
,Condo for sale,2449000,3,2.0,1744.0,"New York, NY 10028","90 E End Ave Apt 6BNew York, NY 10028",,New York County,New York
,House for sale,659000,3,2.0,1460.0,"Staten Island, NY 10305","59 Saint Johns AveStaten Island, NY 10305",,New York,Richmond County
,Multi-family home for sale,1499000,7,4.0,3570.0,"Maspeth, NY 11378","57-19 64th StMaspeth, NY 11378",,New York,Queens County
Brokered by COMPASS,Condo for sale,700000,3,1.0,474.0,"Manhattan, NY 10013","246 Spring St Unit 4111Manhattan, NY 10013",,New York County,New York
,Co-op for sale,235000,3,1.0,2184.207862,"Woodside, NY 11377","65-15 38th Ave Unit 2NWoodside, NY 11377",,Queens County,Queens
,Co-op for sale,700000,2,1.0,900.0,"Manhattan, NY 10021","315 E 70th St Apt 9DManhattan, NY 10021",,New York County,New York
Brokered by Douglas Elliman - 575 Madison Ave,Townhouse for sale,4895000,4,4.0,3622.0,"New York, NY 10007","66 Reade St Unit ThNew York, NY 10007",United States,New York,New York County
,Condo for sale,2350000,4,2.0,1847.0,"New York, NY 10027","375 W 123rd St # 7BNew York, NY 10027",,New York County,New York
Brokered by Winzone Realty Inc,Condo for sale,456000,1,1.0,2184.207862,"Elmhurst, NY 11373","42-39 Judge St Unit 2BElmhurst, NY 11373",,Queens County,Queens
Brokered by RE MAX Elite,Multi-family home for sale,1190000,5,4.0,3720.0,"Staten Island, NY 10307","334 Bethel AveStaten Island, NY 10307",,New York,Richmond County
,Condo for sale,5350000,3,4.0,2491.0,"New York, NY 10001","522 W 29th St Apt 3ANew York, NY 10001",New York,New York County,New York
,Co-op for sale,335000,2,1.0,2184.207862,"Little Neck, NY 11362","60-29 Marathon Pkwy Unit LowerLittle Neck, NY 11362",United States,New York,Queens County
Brokered by RE MAX Real Estate Professionals,Condo for sale,628000,3,2.0,1097.0,"Brooklyn, NY 11220","238 56th St Apt 1FBrooklyn, NY 11220",,Kings County,Brooklyn
Brokered by Keller Williams Ny Realty,House for sale,710000,2,2.0,2250.0,"Bronx, NY 10466","4067 Murdock AveBronx, NY 10466",,New York,Bronx County
,House for sale,790000,4,2.0,1744.0,"Brooklyn, NY 11210","966 E 42nd StBrooklyn, NY 11210",,New York,Kings County
,House for sale,0,3,2.0,2184.207862,"Brooklyn, NY 11229","3883 Bedford AveBrooklyn, NY 11229",,New York,Kings County
,Co-op for sale,800000,2,1.0,900.0,"New York, NY 10075","425 E 79th St Apt 7CNew York, NY 10075",New York,New York County,New York
,House for sale,699000,3,2.0,522.0,"Brooklyn, NY 11234","1372 E 57th StBrooklyn, NY 11234",,New York,Kings County
Brokered by COMPASS,Condo for sale,0,1,1.0,2184.207862,"Manhattan, NY 10022","502 Park Ave Apt 12KManhattan, NY 10022",,New York County,New York
,Co-op for sale,416000,3,1.0,950.0,"Flushing, NY 11354","38-15 149th St Unit 2JFlushing, NY 11354",,Queens County,Queens
,Contingent,225000,1,1.0,650.0,"Staten Island, NY 10301","17 Seth Ct Unit BStaten Island, NY 10301",,Richmond County,Staten Island
Brokered by COMPASS,Co-op for sale,499000,1,1.0,800.0,"Brooklyn, NY 11225","150 Hawthorne St Apt 5DBrooklyn, NY 11225",,Kings County,Brooklyn
,Co-op for sale,425000,3,1.0,2184.207862,"New York, NY 10009","513 E 5th St Apt 2ANew York, NY 10009",New York,New York County,New York
,Co-op for sale,220000,1,1.0,2184.207862,"Middle Village, NY 11379","61-88 Dry Harbor Rd Unit LhMiddle Village, NY 11379",United States,New York,Queens County
,Co-op for sale,140000,3,1.0,507.0,"Bronx, NY 10470","4295 Webster Ave Apt 6KBronx, NY 10470",New York,Bronx County,The Bronx
,House for sale,790000,4,2.0,1744.0,"Brooklyn, NY 11210","966 E 42nd StBrooklyn, NY 11210",,New York,Kings County
,Condo for sale,2400000,2,2.0,1375.0,"Manhattan, NY 10128","12 E 88th St Apt 9CManhattan, NY 10128",,New York County,New York
,Co-op for sale,5995000,3,2.0,4200.0,"Manhattan, NY 10013","17 White St Apt 3BManhattan, NY 10013",,New York County,New York
,Multi-family home for sale,988888,5,3.0,2184.207862,"Brooklyn, NY 11233","195 Mother Gaston BlvdBrooklyn, NY 11233",,New York,Kings County
,Co-op for sale,369000,3,1.0,2184.207862,"New York, NY 10025","125 W 96th St Apt 1CNew York, NY 10025",,New York County,New York
Brokered by KELLER WILLIAMS REALTY EMPIRE,Multi-family home for sale,2850000,15,7.0,6000.0,"Brooklyn, NY 11229","2135 E 13th StBrooklyn, NY 11229",,New York,Kings County
Brokered by Sotheby's International Realty - Downtown Manhattan,Condo for sale,5799000,3,4.0,2497.0,"Brooklyn, NY 11201","1 John St Apt 4BBrooklyn, NY 11201",Kings County,Brooklyn,Dumbo
"Brokered by Dom Realty, Inc",Co-op for sale,229000,3,1.0,500.0,"Brooklyn, NY 11235","2727 Ocean Pkwy Apt D6Brooklyn, NY 11235",,Kings County,Brooklyn
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Co-op for sale,44500000,5,6.0,2184.207862,"New York, NY 10065","2 E 67th St Fl 9New York, NY 10065",,New York County,New York
Brokered by Apple Realty Group Corp,Co-op for sale,235000,1,1.0,2184.207862,"Flushing, NY 11367","68-05 138th St Unit 1AFlushing, NY 11367",New York,Queens County,Queens
Brokered by COMPASS,Condo for sale,3500000,3,2.0,1896.0,"Brooklyn, NY 11238","189 Prospect Pl Apt 2Brooklyn, NY 11238",New York,Kings County,Brooklyn
Brokered by Momentum Real Estate Llc,House for sale,1288000,3,2.0,1538.0,"Brooklyn, NY 11214","2421 82nd StBrooklyn, NY 11214",11214,United States,New York
,Co-op for sale,875000,1,1.0,2184.207862,"New York, NY 10001","225 W 25th St Apt 3FNew York, NY 10001",,New York County,New York
"Brokered by Robert Defalco Realty, Inc.",Multi-family home for sale,1099000,6,5.0,3816.0,"Staten Island, NY 10304","730 Bay StStaten Island, NY 10304",,New York,Richmond County
Brokered by Corcoran Park Slope,Pending,1795000,2,2.0,2184.207862,"Brooklyn, NY 11215","420 12th St Apt H1LBrooklyn, NY 11215",,Kings County,Brooklyn
,Townhouse for sale,579000,3,2.0,2184.207862,"Richmond Hill South, NY 11419","103-12 114th StRichmond Hill South, NY 11419",United States,New York,Queens County
Brokered by Tscherne Realty Inc,House for sale,868000,3,2.0,1690.0,"Middle Village, NY 11379","64-13 79th StMiddle Village, NY 11379",United States,New York,Queens County
,House for sale,699900,5,1.0,1827.0,"Woodhaven, NY 11421","87-37 90th StWoodhaven, NY 11421",,New York,Queens County
,House for sale,559900,3,2.0,2184.207862,"Saint Albans, NY 11412","116-42 204th StSaint Albans, NY 11412",,New York,Queens County
,Co-op for sale,650000,3,1.0,2184.207862,"New York, NY 10014","100 Bank St Apt 4FNew York, NY 10014",,New York County,New York
Brokered by CENTURY 21 METRO STAR,Condo for sale,209000,1,1.0,2184.207862,"Bronx, NY 10462","1470 East Ave Apt 4DBronx, NY 10462",,-,The Bronx
,Co-op for sale,1695000,3,2.0,2184.207862,"Manhattan, NY 10028","80 E End Ave Apt 8EManhattan, NY 10028",New York County,New York,Manhattan
,House for sale,570000,3,2.0,1728.0,"Bronx, NY 10469","2953 Pearsall AveBronx, NY 10469",United States,New York,Bronx County
,Co-op for sale,419800,2,1.0,1000.0,"Forest Hills, NY 11375","72-81 113th St Unit 5MForest Hills, NY 11375",,Queens County,Queens
Brokered by The Agency,Contingent,1875000,3,2.0,2184.207862,"New York, NY 10028","140 E 81st St Apt 12ANew York, NY 10028",,New York County,New York
,Condo for sale,5900000,3,3.0,2706.0,"New York, NY 10016","241 Fifth Ave Ph 15New York, NY 10016",,New York County,New York
,Multi-family home for sale,4000000,32,12.0,7200.0,"New York, NY 10029","154 E 105th StNew York, NY 10029",,New York,New York County
,Condo for sale,1450000,2,2.0,1175.0,"New York, NY 10006","123 Washington St Apt 33BNew York, NY 10006",New York,New York County,New York
,Multi-family home for sale,975000,7,4.0,1920.0,"Bronx, NY 10472","1392 Commonwealth AveBronx, NY 10472",United States,New York,Bronx County
Brokered by Halo Realty Properties LLC,Co-op for sale,210000,3,1.0,550.0,"Rego Park, NY 11374","9710 62nd Dr Apt 2NRego Park, NY 11374",New York,Queens County,Queens
,Co-op for sale,310000,1,1.0,2184.207862,"Bronx, NY 10471","5700 Arlington Ave Apt 2SBronx, NY 10471",,Bronx County,The Bronx
,Townhouse for sale,8575000,6,6.0,5500.0,"New York, NY 10065","161 E 63rd StNew York, NY 10065",,New York,New York County
Brokered by Corcoran West Side,Multi-family home for sale,1895000,5,4.0,2184.207862,"Brooklyn, NY 11221","595 Van Buren StBrooklyn, NY 11221",,New York,Kings County
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Co-op for sale,10500000,5,6.0,2184.207862,"New York, NY 10075","955 5th Ave # 4 & 5ANew York, NY 10075",United States,New York,New York County
"Brokered by CORE Group Marketing, LLC",Condo for sale,2990000,3,2.0,1721.0,"New York, NY 10006","77 Greenwich St Apt 16ANew York, NY 10006",New York,New York County,New York
,Co-op for sale,440000,2,1.0,2184.207862,"Brooklyn, NY 11213","1405 Prospect Pl Apt B11Brooklyn, NY 11213",New York,Kings County,Brooklyn
Brokered by All Island Estates Realty Corp,Land for sale,650000,3,2.3738608579684373,2184.207862,"Hollis, NY 11423","191-43 Foothill AveHollis, NY 11423",,New York,Queens County
,House for sale,600000,2,2.0,2184.207862,"Brooklyn, NY 11212","571 Watkins St Unit 1Brooklyn, NY 11212",,Kings County,Brooklyn
,Multi-family home for sale,1895000,5,4.0,2184.207862,"Brooklyn, NY 11221","595 Van Buren StBrooklyn, NY 11221",United States,New York,Kings County
Brokered by Charles Rutenberg Realty Inc,Co-op for sale,160000,3,1.0,2184.207862,"Corona, NY 11368","99-35 59 Ave Unit 5LCorona, NY 11368",,Queens County,Queens
Brokered by BHHS Fillmore R.E.,Multi-family home for sale,3500000,30,20.0,18400.0,"Brooklyn, NY 11230","1319 Newkirk AveBrooklyn, NY 11230",,New York,Kings County
,House for sale,599900,3,2.0,1534.0,"Bronx, NY 10469","1618 Adee AveBronx, NY 10469",,New York,Bronx County
,Multi-family home for sale,2499000,7,4.0,2184.207862,"Brooklyn, NY 11219","1159 52nd StBrooklyn, NY 11219",,New York,Kings County
,Multi-family home for sale,1850000,7,3.0,2240.0,"Brooklyn, NY 11219","1517 66th StBrooklyn, NY 11219",,New York,Kings County
,Condo for sale,888000,3,2.0,1700.0,"Brooklyn, NY 11228","956 79th St Unit 1BBrooklyn, NY 11228",New York,Kings County,Brooklyn
Brokered by Wallace Enrique,Multi-family home for sale,500000,3,2.3738608579684373,2184.207862,"Bronx, NY 10454","438 E 141st StBronx, NY 10454",United States,New York,Bronx County
,Condo for sale,1995000,1,2.0,910.0,"Manhattan, NY 10024","29 W 85th St Unit 1Manhattan, NY 10024",New York,New York County,New York
Brokered by RE/MAX Elite,Contingent,495000,2,3.0,1200.0,"Staten Island, NY 10309","6218 Amboy RdStaten Island, NY 10309",,New York,Richmond County
Brokered by Keller Williams Realty NYC Grp,House for sale,599000,3,2.0,1690.0,"Bronx, NY 10469","1466 Stickney PlBronx, NY 10469",,New York,Bronx County
,Co-op for sale,178000,3,1.0,719.0,"Forest Hills, NY 11375","61-20 Grand Central Pkwy Unit B1210Forest Hills, NY 11375",United States,New York,Queens County
,Co-op for sale,279900,1,1.0,850.0,"Bronx, NY 10463","679 W 239th Ave Unit 3KBronx, NY 10463",,Bronx County,The Bronx
,House for sale,0,3,2.3738608579684373,2184.207862,"Brooklyn, NY 11209","8710 5th AveBrooklyn, NY 11209",,New York,Kings County
,Co-op for sale,119000,3,1.0,2184.207862,"Jamaica, NY 11432","89-00 170 St Unit 11NJamaica, NY 11432",New York,Queens County,Queens
